cnpj_basico;nome_fantasia;situacao_cadastral;data_inicio_atividade;cnae_fiscal_principal;capital_social;uf;municipio
33027075;Empresa Comercial 54;2;2010-03-01;4711302;48485.56780347098;RJ;Niterói
91200125;Empresa Comercial 55;2;2010-03-02;4711302;89199.23292063746;RJ;Duque de Caxias
96191493;Empresa Comercial 56;2;2010-03-03;4711302;105250.76389293958;RJ;Niterói
76401385;Empresa Comercial 58;2;2010-03-05;4711302;172848.99729490725;RJ;Niterói
10271836;Empresa Comercial 60;2;2010-03-07;5611201;57319.64321673328;RJ;Niterói
62631083;Empresa Comercial 62;2;2010-03-09;5611201;17124.238665495282;RJ;Niterói
18585377;Empresa Comercial 63;2;2010-03-11;5611201;79561.77635305817;RJ;Duque de Caxias
96544585;Empresa Comercial 64;2;2010-03-12;5611201;30080.840309664334;RJ;Duque de Caxias
95157821;Empresa Comercial 65;2;2010-03-13;4781400;75937.8868044976;RJ;Niterói
97655395;Empresa Comercial 66;2;2010-03-14;4781400;153402.86263488836;RJ;Duque de Caxias
27824013;Empresa Comercial 67;2;2010-03-15;5611201;123858.11213803802;RJ;Duque de Caxias
44119117;Empresa Comercial 71;2;2010-03-19;4711302;300835.83884660475;RJ;Duque de Caxias
70031992;Empresa Comercial 74;2;2010-03-23;4781400;72481.45191992004;RJ;Rio de Janeiro
65105831;Empresa Comercial 75;2;2010-03-24;5611201;73131.65530766087;RJ;Duque de Caxias
13366612;Empresa Comercial 76;2;2010-03-25;4781400;322312.9309282649;RJ;Duque de Caxias
68743503;Empresa Comercial 77;2;2010-03-26;4781400;11005.154473828596;RJ;Rio de Janeiro
46258670;Empresa Comercial 78;2;2010-03-27;4781400;668210.50636469;RJ;Niterói
79739572;Empresa Comercial 79;2;2010-03-28;4711302;168764.30567877353;RJ;Niterói
67055419;Empresa Comercial 81;2;2010-03-30;4711302;10810.78702924834;RJ;Niterói
59160571;Empresa Comercial 82;2;2010-03-31;5611201;144531.55235482487;RJ;Niterói
48727468;Empresa Comercial 86;2;2010-04-05;4781400;336520.6549861156;RJ;Rio de Janeiro
61757120;Empresa Comercial 87;2;2010-04-06;5611201;124772.29310435;RJ;Rio de Janeiro
77157848;Empresa Comercial 88;2;2010-04-07;5611201;85016.05687794465;RJ;Rio de Janeiro
87897542;Empresa Comercial 89;2;2010-04-08;4711302;16318.834733898771;RJ;Rio de Janeiro
83665032;Empresa Comercial 90;2;2010-04-09;5611201;192828.2719180808;RJ;Duque de Caxias
95390464;Empresa Comercial 91;2;2010-04-10;4781400;187028.14822265555;RJ;Niterói
62562567;Empresa Comercial 93;2;2010-04-12;4711302;112082.90664182397;RJ;Duque de Caxias
33717335;Empresa Comercial 94;2;2010-04-14;4781400;90317.05377209387;RJ;Rio de Janeiro
70472382;Empresa Comercial 95;2;2010-04-15;4781400;139941.25874065675;RJ;Duque de Caxias
58715250;Empresa Comercial 97;2;2010-04-17;5611201;430192.7632603557;RJ;Duque de Caxias
93139152;Empresa Comercial 98;2;2010-04-18;4781400;138299.33906103473;RJ;Duque de Caxias
54054178;Empresa Comercial 99;2;2010-04-19;4711302;60919.00349610605;RJ;Niterói
48334882;Empresa Comercial 100;2;2010-04-20;4781400;94588.26212062532;RJ;Niterói
62441466;Empresa Comercial 101;2;2010-04-21;4711302;250741.0458310952;RJ;Duque de Caxias
59583876;Empresa Comercial 102;2;2010-04-22;4711302;31441.868300638645;RJ;Rio de Janeiro
96117865;Empresa Comercial 103;2;2010-04-23;5611201;56973.82100799575;RJ;Rio de Janeiro
47407771;Empresa Comercial 105;2;2010-04-26;5611201;61857.62988617978;RJ;Rio de Janeiro
37009224;Empresa Comercial 107;2;2010-04-28;4781400;25967.51792907087;RJ;Duque de Caxias
61327755;Empresa Comercial 108;2;2010-04-29;4781400;220755.77577453767;RJ;Duque de Caxias
89018913;Empresa Comercial 109;2;2010-04-30;4781400;15619.986795509443;RJ;Rio de Janeiro
17130144;Empresa Comercial 110;2;2010-05-01;4781400;6900.88573770318;RJ;Niterói
14545583;Empresa Comercial 111;2;2010-05-02;4711302;347746.4347014034;RJ;Rio de Janeiro
64079037;Empresa Comercial 112;2;2010-05-03;4711302;135604.14108546375;RJ;Rio de Janeiro
63933927;Empresa Comercial 116;2;2010-05-08;5611201;111697.3397478757;RJ;Niterói
62453338;Empresa Comercial 117;2;2010-05-09;5611201;721888.8185498033;RJ;Rio de Janeiro
24881728;Empresa Comercial 118;2;2010-05-10;4781400;618099.2648226958;RJ;Duque de Caxias
44045666;Empresa Comercial 119;2;2010-05-11;4781400;156188.78482433833;RJ;Rio de Janeiro
22722094;Empresa Comercial 120;2;2010-05-12;4711302;92743.63722884448;RJ;Niterói
32178434;Empresa Comercial 121;2;2010-05-13;4711302;106337.63808552432;RJ;Rio de Janeiro
22796932;Empresa Comercial 123;2;2010-05-15;5611201;21066.73121058004;RJ;Duque de Caxias
84023414;Empresa Comercial 124;2;2010-05-16;5611201;64703.14926708197;RJ;Niterói
36063245;Empresa Comercial 125;2;2010-05-17;5611201;16738.38490808657;RJ;Niterói
49443226;Empresa Comercial 126;2;2010-05-19;5611201;16428.643700681656;RJ;Niterói
17887739;Empresa Comercial 128;2;2010-05-21;4781400;104612.0383642972;RJ;Duque de Caxias
71071026;Empresa Comercial 130;2;2010-05-23;5611201;104682.76065016388;RJ;Rio de Janeiro
10769598;Empresa Comercial 131;2;2010-05-24;4781400;66302.78043414436;RJ;Rio de Janeiro
59007334;Empresa Comercial 133;2;2010-05-26;4781400;124874.69452045207;RJ;Duque de Caxias
38433648;Empresa Comercial 134;2;2010-05-27;5611201;52467.50693762236;RJ;Niterói
13331068;Empresa Comercial 136;2;2010-05-30;4711302;572068.5695317003;RJ;Rio de Janeiro
71553124;Empresa Comercial 140;2;2010-06-03;5611201;524208.119308534;RJ;Rio de Janeiro
55816038;Empresa Comercial 141;2;2010-06-04;5611201;226636.35249040724;RJ;Duque de Caxias
27750764;Empresa Comercial 142;2;2010-06-05;4781400;347754.797864664;RJ;Rio de Janeiro
76834972;Empresa Comercial 145;2;2010-06-08;5611201;21276.95796361703;RJ;Rio de Janeiro
53156515;Empresa Comercial 146;2;2010-06-09;4711302;13164.136385830654;RJ;Rio de Janeiro
32993420;Empresa Comercial 147;2;2010-06-11;5611201;295277.93683757534;RJ;Rio de Janeiro
72190751;Empresa Comercial 148;2;2010-06-12;5611201;398139.6192940946;RJ;Duque de Caxias
31970758;Empresa Comercial 149;2;2010-06-13;4711302;19243.12047439679;RJ;Duque de Caxias
46513466;Empresa Comercial 150;2;2010-06-14;4711302;23058.843784357363;RJ;Niterói
41288562;Empresa Comercial 151;2;2010-06-15;4781400;10060.535126119285;RJ;Niterói
46093880;Empresa Comercial 155;2;2010-06-19;4711302;170329.90719773373;RJ;Duque de Caxias
60441204;Empresa Comercial 156;2;2010-06-20;4781400;231135.816652434;RJ;Duque de Caxias
91752859;Empresa Comercial 157;2;2010-06-22;4781400;229509.7638152445;RJ;Rio de Janeiro
54066131;Empresa Comercial 158;2;2010-06-23;4711302;119881.47314736304;RJ;Rio de Janeiro
85415325;Empresa Comercial 159;2;2010-06-24;4711302;244544.14443050456;RJ;Niterói
44755914;Empresa Comercial 161;2;2010-06-26;4781400;61651.10433906205;RJ;Rio de Janeiro
80016224;Empresa Comercial 166;2;2010-07-01;4781400;84410.20478151328;RJ;Niterói
99583549;Empresa Comercial 168;2;2010-07-04;4711302;20764.583221439498;RJ;Rio de Janeiro
33685747;Empresa Comercial 170;2;2010-07-06;4711302;74643.05888021812;RJ;Rio de Janeiro
47876684;Empresa Comercial 171;2;2010-07-07;4711302;11028.04238214594;RJ;Duque de Caxias
82931048;Empresa Comercial 172;2;2010-07-08;4781400;72705.82455016281;RJ;Duque de Caxias
39859174;Empresa Comercial 173;2;2010-07-09;4711302;146488.6968082069;RJ;Rio de Janeiro
46102853;Empresa Comercial 174;2;2010-07-10;5611201;24047.24782185041;RJ;Niterói
56159303;Empresa Comercial 175;2;2010-07-11;4711302;391621.38342235744;RJ;Niterói
57936136;Empresa Comercial 177;2;2010-07-13;4781400;403903.4058736256;RJ;Rio de Janeiro
79062973;Empresa Comercial 178;2;2010-07-15;4781400;189207.81869481012;RJ;Rio de Janeiro
24421668;Empresa Comercial 179;2;2010-07-16;5611201;65007.21048650136;RJ;Rio de Janeiro
31200096;Empresa Comercial 180;2;2010-07-17;4711302;79329.0735790388;RJ;Duque de Caxias
93375337;Empresa Comercial 181;2;2010-07-18;5611201;207528.7166790281;RJ;Duque de Caxias
61715898;Empresa Comercial 183;2;2010-07-20;4781400;172048.04129770456;RJ;Rio de Janeiro
55968757;Empresa Comercial 184;2;2010-07-21;4711302;78939.16663600224;RJ;Rio de Janeiro
10061087;Empresa Comercial 185;2;2010-07-22;4781400;105359.96404052086;RJ;Rio de Janeiro
90705119;Empresa Comercial 186;2;2010-07-23;5611201;693800.8436188415;RJ;Rio de Janeiro
76653416;Empresa Comercial 187;2;2010-07-24;5611201;41105.05433480899;RJ;Duque de Caxias
20274621;Empresa Comercial 189;2;2010-07-27;4781400;56759.22221030148;RJ;Duque de Caxias
23022704;Empresa Comercial 190;2;2010-07-28;4781400;222296.65849469972;RJ;Niterói
26816569;Empresa Comercial 191;2;2010-07-29;4781400;11079827.304783922;RJ;Rio de Janeiro
17654909;Empresa Comercial 192;2;2010-07-30;4781400;56891.084825946986;RJ;Rio de Janeiro
94302960;Empresa Comercial 194;2;2010-08-01;4781400;6724.779820618127;RJ;Rio de Janeiro
25421040;Empresa Comercial 195;2;2010-08-02;4711302;88648.42137047065;RJ;Rio de Janeiro
43779713;Empresa Comercial 199;2;2010-08-07;4711302;49441.509051653;RJ;Rio de Janeiro
21506305;Empresa Comercial 200;2;2010-08-08;5611201;337777.18683412333;RJ;Niterói
17734102;Empresa Comercial 203;2;2010-08-11;5611201;20083.927243807808;RJ;Niterói
18658144;Empresa Comercial 205;2;2010-08-13;5611201;437960.8660022316;RJ;Duque de Caxias
50163712;Empresa Comercial 206;2;2010-08-14;4781400;138558.86994733443;RJ;Duque de Caxias
99386386;Empresa Comercial 207;2;2010-08-15;4711302;68353.97088508388;RJ;Duque de Caxias
95447809;Empresa Comercial 208;2;2010-08-16;5611201;152391.49788901958;RJ;Niterói
54165849;Empresa Comercial 210;2;2010-08-19;4781400;53028.84758505515;RJ;Niterói
82586911;Empresa Comercial 211;2;2010-08-20;5611201;110515.0008661526;RJ;Rio de Janeiro
88826934;Empresa Comercial 213;2;2010-08-22;5611201;33383.100952735906;RJ;Rio de Janeiro
59905866;Empresa Comercial 214;2;2010-08-23;5611201;195764.9194744849;RJ;Duque de Caxias
91121402;Empresa Comercial 215;2;2010-08-24;4781400;147974.72327455063;RJ;Rio de Janeiro
50657662;Empresa Comercial 216;2;2010-08-25;5611201;175762.93744779038;RJ;Rio de Janeiro
41378291;Empresa Comercial 218;2;2010-08-27;5611201;61505.273946753245;RJ;Rio de Janeiro
73020641;Empresa Comercial 219;2;2010-08-28;4711302;177901.52002078452;RJ;Rio de Janeiro
29433354;Empresa Comercial 221;2;2010-08-31;4711302;86619.81275879132;RJ;Niterói
26887294;Empresa Comercial 222;2;2010-09-01;4711302;36270.50649495905;RJ;Duque de Caxias
45562619;Empresa Comercial 224;2;2010-09-03;4711302;531270.7593195;RJ;Rio de Janeiro
45213498;Empresa Comercial 225;2;2010-09-04;4711302;89766.66080568424;RJ;Niterói
45703247;Empresa Comercial 226;2;2010-09-05;4711302;527766.5054863198;RJ;Niterói
50910172;Empresa Comercial 227;2;2010-09-06;4781400;27679.871943011785;RJ;Rio de Janeiro
72744322;Empresa Comercial 228;2;2010-09-07;5611201;137779.42496846832;RJ;Niterói
67805563;Empresa Comercial 229;2;2010-09-08;4781400;38654.27511627038;RJ;Rio de Janeiro
81244178;Empresa Comercial 231;2;2010-09-11;4781400;234665.4145675631;RJ;Rio de Janeiro
61939266;Empresa Comercial 232;2;2010-09-12;4711302;22920.124434961745;RJ;Duque de Caxias
31114003;Empresa Comercial 234;2;2010-09-14;4781400;37467.95626628616;RJ;Duque de Caxias
20421958;Empresa Comercial 236;2;2010-09-16;5611201;641429.679566108;RJ;Rio de Janeiro
87809459;Empresa Comercial 237;2;2010-09-17;5611201;326065.5166518974;RJ;Duque de Caxias
24764960;Empresa Comercial 239;2;2010-09-19;4711302;67919.11228995537;RJ;Rio de Janeiro
86241446;Empresa Comercial 241;2;2010-09-22;4711302;36302.332091521646;RJ;Rio de Janeiro
63777024;Empresa Comercial 242;2;2010-09-23;4781400;109120.61913183711;RJ;Rio de Janeiro
93494666;Empresa Comercial 243;2;2010-09-24;4711302;241421.9987909992;RJ;Rio de Janeiro
80721464;Empresa Comercial 244;2;2010-09-25;5611201;29404.955554974356;RJ;Rio de Janeiro
89214742;Empresa Comercial 246;2;2010-09-27;5611201;63640.63279682236;RJ;Duque de Caxias
20047453;Empresa Comercial 248;2;2010-09-29;4781400;167669.90168253926;RJ;Rio de Janeiro
45581225;Empresa Comercial 249;2;2010-09-30;4711302;99384.91486415204;RJ;Duque de Caxias
44109026;Empresa Comercial 250;2;2010-10-01;4781400;255723.5633597556;RJ;Rio de Janeiro
52090758;Empresa Comercial 251;2;2010-10-03;5611201;30425.935477232037;RJ;Niterói
26037627;Empresa Comercial 252;2;2010-10-04;4781400;239060.2166236012;RJ;Rio de Janeiro
90337039;Empresa Comercial 253;2;2010-10-05;5611201;14958.675123313426;RJ;Duque de Caxias
30281689;Empresa Comercial 254;2;2010-10-06;5611201;37360.758147493296;RJ;Duque de Caxias
56510960;Empresa Comercial 257;2;2010-10-09;4711302;48689.19608946713;RJ;Duque de Caxias
42797855;Empresa Comercial 258;2;2010-10-10;4711302;64444.20408922266;RJ;Niterói
44795514;Empresa Comercial 259;2;2010-10-11;4781400;6027167.907585023;RJ;Niterói
15184502;Empresa Comercial 260;2;2010-10-12;4781400;40657.28184135602;RJ;Rio de Janeiro
33448674;Empresa Comercial 261;2;2010-10-14;4781400;255025.30801708825;RJ;Duque de Caxias
65223954;Empresa Comercial 262;2;2010-10-15;4781400;227842.0707979796;RJ;Rio de Janeiro
22503247;Empresa Comercial 264;2;2010-10-17;4781400;98495.52557522264;RJ;Rio de Janeiro
64006163;Empresa Comercial 265;2;2010-10-18;4781400;228633.4532111394;RJ;Duque de Caxias
61910807;Empresa Comercial 266;2;2010-10-19;4781400;66721.61640180222;RJ;Niterói
83150359;Empresa Comercial 268;2;2010-10-21;5611201;12727.648689734084;RJ;Rio de Janeiro
64456147;Empresa Comercial 273;2;2010-10-27;4711302;54599.68126940024;RJ;Niterói
88110973;Empresa Comercial 274;2;2010-10-28;5611201;280722.9591133362;RJ;Rio de Janeiro
49501026;Empresa Comercial 275;2;2010-10-29;4711302;12716.736367095014;RJ;Rio de Janeiro
43163773;Empresa Comercial 276;2;2010-10-30;5611201;80778.43029262983;RJ;Rio de Janeiro
21310552;Empresa Comercial 277;2;2010-10-31;5611201;74306.1619359077;RJ;Niterói
41146082;Empresa Comercial 278;2;2010-11-01;4711302;55279.03676038144;RJ;Rio de Janeiro
31104792;Empresa Comercial 279;2;2010-11-02;4711302;369144.6008313518;RJ;Rio de Janeiro
21471761;Empresa Comercial 281;2;2010-11-04;4781400;14908.657450276976;RJ;Niterói
29576703;Empresa Comercial 282;2;2010-11-06;5611201;193125.5046448969;RJ;Rio de Janeiro
82429249;Empresa Comercial 284;2;2010-11-08;4781400;351695.28775758925;RJ;Niterói
33705256;Empresa Comercial 287;2;2010-11-11;4781400;109198.83081079894;RJ;Niterói
94504547;Empresa Comercial 288;2;2010-11-12;4711302;105872.593325466;RJ;Niterói
87633091;Empresa Comercial 289;2;2010-11-13;5611201;96349.97000157526;RJ;Rio de Janeiro
65403796;Empresa Comercial 291;2;2010-11-15;5611201;216409.8376337002;RJ;Niterói
33508102;Empresa Comercial 292;2;2010-11-16;4711302;95040.36595449272;RJ;Niterói
15853584;Empresa Comercial 294;2;2010-11-19;4781400;50329.72387141641;RJ;Niterói
75293686;Empresa Comercial 299;2;2010-11-24;4781400;268587.1505572543;RJ;Niterói
28298917;Empresa Comercial 301;2;2010-11-26;4711302;142490.09446044185;RJ;Rio de Janeiro
53563237;Empresa Comercial 302;2;2010-11-27;4781400;30486.871499320023;RJ;Duque de Caxias
68245345;Empresa Comercial 307;2;2010-12-03;4781400;84457.2776762236;RJ;Duque de Caxias
96343264;Empresa Comercial 310;2;2010-12-06;5611201;16161.748420567495;RJ;Rio de Janeiro
71864219;Empresa Comercial 311;2;2010-12-07;5611201;11680.689850448902;RJ;Niterói
64434670;Empresa Comercial 312;2;2010-12-08;4781400;41742.70599497926;RJ;Duque de Caxias
43255876;Empresa Comercial 314;2;2010-12-11;5611201;586195.8490042958;RJ;Duque de Caxias
59114107;Empresa Comercial 315;2;2010-12-12;4711302;164600.21291851945;RJ;Duque de Caxias
25900476;Empresa Comercial 316;2;2010-12-13;4781400;323172.9237330191;RJ;Niterói
50820227;Empresa Comercial 317;2;2010-12-14;4711302;41112.46988606917;RJ;Niterói
89688895;Empresa Comercial 318;2;2010-12-15;4781400;541558.2895163706;RJ;Duque de Caxias
97927856;Empresa Comercial 319;2;2010-12-16;4711302;28109.95128199426;RJ;Duque de Caxias
99595920;Empresa Comercial 321;2;2010-12-18;4781400;22853.267636282453;RJ;Duque de Caxias
22707035;Empresa Comercial 322;2;2010-12-19;5611201;132690.63451352253;RJ;Niterói
15130397;Empresa Comercial 323;2;2010-12-20;4781400;232784.9996447821;RJ;Rio de Janeiro
80560220;Empresa Comercial 324;2;2010-12-22;4711302;73513.8814499771;RJ;Rio de Janeiro
46481541;Empresa Comercial 326;2;2010-12-24;4781400;90485.56548656944;RJ;Rio de Janeiro
76385640;Empresa Comercial 327;2;2010-12-25;4781400;29457.01633640404;RJ;Rio de Janeiro
88384476;Empresa Comercial 329;2;2010-12-27;4711302;175464.4914031054;RJ;Rio de Janeiro
52058334;Empresa Comercial 330;2;2010-12-28;4781400;272770.4202557794;RJ;Rio de Janeiro
59742523;Empresa Comercial 331;2;2010-12-29;4781400;97086.16884560155;RJ;Rio de Janeiro
49769056;Empresa Comercial 332;2;2010-12-30;5611201;140065.12688596267;RJ;Duque de Caxias
66688830;Empresa Comercial 334;2;2011-01-02;5611201;160733.38887960627;RJ;Duque de Caxias
41725526;Empresa Comercial 337;2;2011-01-05;4711302;331433.4057583524;RJ;Rio de Janeiro
89348896;Empresa Comercial 338;2;2011-01-06;5611201;128927.2340276776;RJ;Niterói
28992383;Empresa Comercial 339;2;2011-01-07;4781400;48572.63112762536;RJ;Rio de Janeiro
66877183;Empresa Comercial 341;2;2011-01-09;4711302;104059.69176893332;RJ;Duque de Caxias
94574185;Empresa Comercial 342;2;2011-01-10;4711302;65450.527672868;RJ;Niterói
11989173;Empresa Comercial 343;2;2011-01-11;4711302;35041.84767828917;RJ;Duque de Caxias
42474983;Empresa Comercial 345;2;2011-01-14;4711302;273328.6898463816;RJ;Duque de Caxias
43999533;Empresa Comercial 346;2;2011-01-15;4711302;147947.10115330823;RJ;Rio de Janeiro
73967150;Empresa Comercial 348;2;2011-01-17;4781400;44588.67031378848;RJ;Niterói
73981206;Empresa Comercial 349;2;2011-01-18;4781400;24369.20647322895;RJ;Rio de Janeiro
74785345;Empresa Comercial 350;2;2011-01-19;5611201;5915.92033018896;RJ;Niterói
27882750;Empresa Comercial 351;2;2011-01-20;5611201;111349.4285672206;RJ;Rio de Janeiro
88725274;Empresa Comercial 352;2;2011-01-21;4711302;962181.8083374136;RJ;Rio de Janeiro
70303849;Empresa Comercial 353;2;2011-01-22;4711302;183099.44541979372;RJ;Duque de Caxias
20192257;Empresa Comercial 354;2;2011-01-23;5611201;60310.95584064594;RJ;Duque de Caxias
31130343;Empresa Comercial 356;2;2011-01-26;4781400;233298.05267369607;RJ;Duque de Caxias
50869792;Empresa Comercial 357;2;2011-01-27;4781400;7330.282259574535;RJ;Duque de Caxias
59913224;Empresa Comercial 358;2;2011-01-28;4711302;259626.05228087973;RJ;Niterói
74356138;Empresa Comercial 359;2;2011-01-29;4711302;58614.160633620406;RJ;Duque de Caxias
77607727;Empresa Comercial 360;2;2011-01-30;4711302;29320.22659319916;RJ;Rio de Janeiro
68114585;Empresa Comercial 363;2;2011-02-02;5611201;87973.33587565027;RJ;Rio de Janeiro
36658609;Empresa Comercial 364;2;2011-02-03;4711302;56138.65275771466;RJ;Niterói
86294551;Empresa Comercial 365;2;2011-02-04;5611201;33350.87502921563;RJ;Rio de Janeiro
40024204;Empresa Comercial 366;2;2011-02-06;4711302;220468.21702354756;RJ;Rio de Janeiro
92008891;Empresa Comercial 367;2;2011-02-07;4711302;697431.3899811204;RJ;Niterói
58715257;Empresa Comercial 368;2;2011-02-08;4781400;230620.92658908563;RJ;Rio de Janeiro
32268806;Empresa Comercial 369;2;2011-02-09;5611201;57633.1088411906;RJ;Niterói
16512440;Empresa Comercial 370;2;2011-02-10;5611201;47117.67957468659;RJ;Rio de Janeiro
22431395;Empresa Comercial 371;2;2011-02-11;5611201;41821.00418481828;RJ;Duque de Caxias
83208492;Empresa Comercial 372;2;2011-02-12;4781400;27048.09774673912;RJ;Niterói
46253447;Empresa Comercial 374;2;2011-02-14;4781400;144482.5442003964;RJ;Rio de Janeiro
72460303;Empresa Comercial 376;2;2011-02-17;4711302;176015.1934633261;RJ;Rio de Janeiro
93831437;Empresa Comercial 377;2;2011-02-18;5611201;56867.31121824844;RJ;Niterói
74447435;Empresa Comercial 378;2;2011-02-19;4711302;65141.27922872125;RJ;Niterói
59895282;Empresa Comercial 379;2;2011-02-20;4711302;176626.76632893822;RJ;Duque de Caxias
12503771;Empresa Comercial 380;2;2011-02-21;5611201;69490.02403162279;RJ;Rio de Janeiro
80286689;Empresa Comercial 381;2;2011-02-22;4711302;40857.252767242215;RJ;Duque de Caxias
14183839;Empresa Comercial 383;2;2011-02-24;5611201;52635.47578046304;RJ;Rio de Janeiro
77775190;Empresa Comercial 384;2;2011-02-25;4711302;18868.73656746628;RJ;Duque de Caxias
77758014;Empresa Comercial 385;2;2011-02-26;4711302;13545806.860996949;RJ;Niterói
58939582;Empresa Comercial 388;2;2011-03-02;4711302;15044.771374497626;RJ;Niterói
32725756;Empresa Comercial 390;2;2011-03-04;4711302;40648.87661603463;RJ;Rio de Janeiro
11079600;Empresa Comercial 392;2;2011-03-06;5611201;14942.646979899064;RJ;Niterói
80612021;Empresa Comercial 396;2;2011-03-10;5611201;39805.8545210282;RJ;Rio de Janeiro
18849851;Empresa Comercial 398;2;2011-03-13;4781400;26621.857858469622;RJ;Niterói
70779108;Empresa Comercial 399;2;2011-03-14;4711302;16560.123126358794;RJ;Duque de Caxias
76009351;Empresa Comercial 400;2;2011-03-15;4711302;732501.7627824263;RJ;Niterói
95871668;Empresa Comercial 401;2;2011-03-16;4711302;164890.09151217455;RJ;Niterói
94890726;Empresa Comercial 402;2;2011-03-17;4711302;122164.52537688408;RJ;Niterói
97753580;Empresa Comercial 403;2;2011-03-18;5611201;222543.994438418;RJ;Rio de Janeiro
10449395;Empresa Comercial 405;2;2011-03-20;5611201;251538.2442945565;RJ;Niterói
31921117;Empresa Comercial 406;2;2011-03-21;4711302;7501.662962136325;RJ;Niterói
61592034;Empresa Comercial 408;2;2011-03-24;4781400;164590.46195005305;RJ;Rio de Janeiro
63386038;Empresa Comercial 409;2;2011-03-25;4711302;75682.89865850903;RJ;Rio de Janeiro
67351079;Empresa Comercial 410;2;2011-03-26;4711302;611684.5281794876;RJ;Niterói
41530803;Empresa Comercial 411;2;2011-03-27;5611201;169225.0721026269;RJ;Rio de Janeiro
43266319;Empresa Comercial 412;2;2011-03-28;4711302;475417.8968049149;RJ;Duque de Caxias
40503180;Empresa Comercial 413;2;2011-03-29;4711302;38742.993494153234;RJ;Rio de Janeiro
80009467;Empresa Comercial 415;2;2011-03-31;4781400;63147.97188410193;RJ;Duque de Caxias
54910237;Empresa Comercial 416;2;2011-04-01;5611201;689385.704269174;RJ;Rio de Janeiro
52165906;Empresa Comercial 417;2;2011-04-02;4781400;30740.837742222728;RJ;Niterói
69855504;Empresa Comercial 418;2;2011-04-04;5611201;113955.90858418116;RJ;Duque de Caxias
99473854;Empresa Comercial 419;2;2011-04-05;4781400;241142.85850164003;RJ;Duque de Caxias
13695961;Empresa Comercial 422;2;2011-04-08;4781400;649166.0640028393;RJ;Duque de Caxias
46396424;Empresa Comercial 424;2;2011-04-10;5611201;143978.47347870094;RJ;Niterói
