cnpj_basico;nome_fantasia;situacao_cadastral;data_inicio_atividade;cnae_fiscal_principal;capital_social;uf;municipio;arrecadacao_media_setor;capital_medio_setor;feature_desvio_capital;feature_idade_anos;score_risco_fiscal;classificacao_risco
42843745;Empresa Comercial 757;2;2012-04-09;4711302;15957519.2499394;RJ;Niterói;500000;2000000;7.9787596249697;14.184804928131417;86.2347575790125;Alto
44795514;Empresa Comercial 259;2;2010-10-11;4781400;6027167.907585023;RJ;Niterói;80000;150000;40.18111938390015;15.679671457905544;85.94927849169954;Alto
77758014;Empresa Comercial 385;2;2011-02-26;4711302;13545806.860996949;RJ;Niterói;500000;2000000;6.7729034304984745;15.301848049281316;85.7246758442117;Alto
11443717;Empresa Comercial 1729;2;2015-03-10;4781400;7103268.552531775;RJ;Duque de Caxias;80000;150000;47.355123683545166;11.268993839835728;85.5918847489847;Alto
15728394;Empresa Comercial 4959;2;2024-11-17;5611201;5650706.323043058;RJ;Niterói;45000;90000;62.78562581158953;1.5770020533880904;85.5918847489847;Alto
29350835;Empresa Comercial 758;2;2012-04-10;4781400;5873111.968325197;RJ;Duque de Caxias;80000;150000;39.15407978883464;14.182067077344286;84.36033887757053;Alto
24226520;Empresa Comercial 4790;2;2024-05-15;5611201;4430528.588648148;RJ;Rio de Janeiro;45000;90000;49.22809542942387;2.086242299794661;84.22864003423129;Alto
51156155;Empresa Comercial 2855;2;2018-07-26;4781400;6603386.473829477;RJ;Niterói;80000;150000;44.022576492196514;7.8904859685147155;83.91835852960376;Alto
42318232;Empresa Comercial 2241;2;2016-09-21;4781400;6729040.315833104;RJ;Rio de Janeiro;80000;150000;44.86026877222069;9.73305954825462;83.37415906223892;Alto
95129374;Empresa Comercial 2583;2;2017-10-01;5611201;4145543.378867816;RJ;Rio de Janeiro;45000;90000;46.06159309853129;8.706365503080082;83.03273166574525;Alto
35288599;Empresa Comercial 2789;2;2018-05-15;5611201;4333369.394567772;RJ;Niterói;45000;90000;48.1485488285308;8.087611225188228;82.92236497950118;Alto
35722525;Empresa Comercial 1415;2;2014-03-31;4781400;5373265.520919821;RJ;Rio de Janeiro;80000;150000;35.82177013946548;12.210814510609172;82.59171260285414;Alto
45980709;Empresa Comercial 4840;2;2024-07-09;4781400;4778702.419152212;RJ;Duque de Caxias;80000;150000;31.858016127681417;1.9356605065023955;82.12911372179364;Alto
23476005;Empresa Comercial 1678;2;2015-01-13;4711302;12433832.744681127;RJ;Rio de Janeiro;500000;2000000;6.216916372340564;11.422313483915127;80.73604768541999;Alto
71658869;Empresa Comercial 1226;2;2013-09-05;4781400;3355334.7385670813;RJ;Duque de Caxias;80000;150000;22.36889825711388;12.777549623545516;80.34626950007151;Alto
21331383;Empresa Comercial 4405;2;2023-03-21;5611201;2947046.399011103;RJ;Niterói;45000;90000;32.74495998901226;3.238877481177276;79.24979226440117;Alto
69994988;Empresa Comercial 688;2;2012-01-24;5611201;2411346.9785447675;RJ;Niterói;45000;90000;26.792744206052973;14.392881587953456;79.19550974924134;Alto
35381224;Empresa Comercial 2201;2;2016-08-08;4711302;12850402.421105083;RJ;Rio de Janeiro;500000;2000000;6.425201210552541;9.853524982888432;79.14636882464578;Alto
18910852;Empresa Comercial 964;2;2012-11-22;5611201;2669428.950394776;RJ;Niterói;45000;90000;29.66032167105307;13.56331279945243;78.68220896933128;Alto
77404927;Empresa Comercial 3987;2;2021-12-18;5611201;2342356.6240401915;RJ;Niterói;45000;90000;26.026184711557683;4.492813141683778;76.36716880567876;Alto
21984398;Empresa Comercial 1377;2;2014-02-17;4781400;2413061.763043572;RJ;Rio de Janeiro;80000;150000;16.08707842029048;12.32580424366872;76.24438352029874;Alto
91942765;Empresa Comercial 4774;2;2024-04-28;4711302;8494737.524171365;RJ;Rio de Janeiro;500000;2000000;4.247368762085682;2.132785763175907;75.6888881003976;Alto
77511983;Empresa Comercial 1502;2;2014-07-04;4781400;2342439.678111909;RJ;Niterói;80000;150000;15.61626452074606;11.950718685831625;74.99536093729976;Alto
46905710;Empresa Comercial 1286;2;2013-11-10;5611201;1564042.2773659392;RJ;Rio de Janeiro;45000;90000;17.378247526288213;12.596851471594798;72.41479974108512;Alto
96674443;Empresa Comercial 2543;2;2017-08-18;4711302;9260888.267194873;RJ;Duque de Caxias;500000;2000000;4.630444133597436;8.826830937713895;71.47620078485826;Alto
58518372;Empresa Comercial 633;2;2011-11-25;4711302;6574681.627860515;RJ;Duque de Caxias;500000;2000000;3.287340813930258;14.557152635181383;70.74936698774592;Alto
14058848;Empresa Comercial 2914;2;2018-09-29;4781400;1953260.65985493;RJ;Rio de Janeiro;80000;150000;13.0217377323662;7.712525667351129;69.32128762925439;Médio
92158288;Empresa Comercial 4332;2;2022-12-31;4711302;7098281.252581958;RJ;Niterói;500000;2000000;3.549140626290979;3.457905544147844;68.38627987927967;Médio
86362381;Empresa Comercial 914;2;2012-09-28;4781400;1749803.593168068;RJ;Rio de Janeiro;80000;150000;11.66535728778712;13.713894592744696;68.12119929905747;Médio
70644657;Empresa Comercial 1896;2;2015-09-09;4711302;6996848.617746404;RJ;Rio de Janeiro;500000;2000000;3.498424308873202;10.767967145790555;66.4623019511545;Médio
58055661;Empresa Comercial 1675;2;2015-01-10;4711302;6548590.580568886;RJ;Duque de Caxias;500000;2000000;3.274295290284443;11.430527036276525;66.24635239931516;Médio
65194542;Empresa Comercial 2875;2;2018-08-17;5611201;1286487.563060734;RJ;Niterói;45000;90000;14.294306256230378;7.83025325119781;65.2378205263783;Médio
52327410;Empresa Comercial 4975;2;2024-12-04;4711302;3527116.876997976;RJ;Rio de Janeiro;500000;2000000;1.763558438498988;1.5304585900068446;64.77143048680105;Médio
62453338;Empresa Comercial 117;2;2010-05-09;5611201;721888.8185498033;RJ;Rio de Janeiro;45000;90000;8.020986872775593;16.10403832991102;63.49507568736461;Médio
12338377;Empresa Comercial 3600;2;2020-10-19;4711302;5760586.951123525;RJ;Niterói;500000;2000000;2.880293475561763;5.6563997262149215;63.45272157532423;Médio
70727594;Empresa Comercial 4577;2;2023-09-25;5611201;1065464.6999228892;RJ;Rio de Janeiro;45000;90000;11.83849666580988;2.724161533196441;63.39415149312051;Médio
90705119;Empresa Comercial 186;2;2010-07-23;5611201;693800.8436188415;RJ;Rio de Janeiro;45000;90000;7.708898262431572;15.898699520876113;60.77298943937643;Médio
54910237;Empresa Comercial 416;2;2011-04-01;5611201;689385.704269174;RJ;Rio de Janeiro;45000;90000;7.659841158546378;15.208761122518824;59.69737039629821;Médio
24573458;Empresa Comercial 548;2;2011-08-24;5611201;727877.4259446923;RJ;Rio de Janeiro;45000;90000;8.087526954941026;14.811772758384668;59.520824812400754;Médio
22569021;Empresa Comercial 2164;2;2016-06-29;5611201;891429.0820296399;RJ;Niterói;45000;90000;9.90476757810711;9.963039014373717;58.79946260788399;Médio
35653875;Empresa Comercial 4691;2;2024-01-28;4711302;3630273.524353989;RJ;Duque de Caxias;500000;2000000;1.8151367621769945;2.3819301848049284;58.397198583612585;Médio
87751354;Empresa Comercial 19;2;2010-01-21;4781400;819219.8885408889;RJ;Rio de Janeiro;80000;150000;5.461465923605926;16.399726214921287;58.18650534114026;Médio
35057299;Empresa Comercial 4109;2;2022-04-30;5611201;805313.2117118415;RJ;Duque de Caxias;45000;90000;8.947924574576017;4.128678986995209;57.65312052110645;Médio
20421958;Empresa Comercial 236;2;2010-09-16;5611201;641429.679566108;RJ;Rio de Janeiro;45000;90000;7.126996439623422;15.748117727583846;57.34108764304563;Médio
87202069;Empresa Comercial 2154;2;2016-06-18;5611201;817202.8954084053;RJ;Rio de Janeiro;45000;90000;9.080032171204504;9.99315537303217;56.2458443353991;Médio
57206309;Empresa Comercial 4997;2;2024-12-28;5611201;496571.4201389151;RJ;Rio de Janeiro;45000;90000;5.517460223765724;1.4647501711156743;55.55430212128062;Médio
15887774;Empresa Comercial 4859;2;2024-07-30;5611201;579039.7420616373;RJ;Duque de Caxias;45000;90000;6.433774911795971;1.8781656399726212;55.20892315837222;Médio
60627247;Empresa Comercial 4791;2;2024-05-17;5611201;545185.0963190149;RJ;Rio de Janeiro;45000;90000;6.057612181322388;2.080766598220397;54.17582168118765;Médio
58344513;Empresa Comercial 1390;2;2014-03-04;5611201;720289.1042223551;RJ;Duque de Caxias;45000;90000;8.00321226913728;12.28473648186174;53.78504033321916;Médio
47776534;Empresa Comercial 4018;2;2022-01-21;4781400;950904.7522539528;RJ;Rio de Janeiro;80000;150000;6.339365015026352;4.399726214921286;53.134403355875406;Médio
16767567;Empresa Comercial 4696;2;2024-02-02;5611201;576434.1514823971;RJ;Rio de Janeiro;45000;90000;6.404823905359968;2.368240930869268;52.97287949299875;Médio
61139392;Empresa Comercial 3215;2;2019-08-25;5611201;757872.992032087;RJ;Duque de Caxias;45000;90000;8.420811022578743;6.809034907597536;52.95358662011695;Médio
43255876;Empresa Comercial 314;2;2010-12-11;5611201;586195.8490042958;RJ;Duque de Caxias;45000;90000;6.513287211158842;15.512662559890488;52.56516222884511;Médio
45402297;Empresa Comercial 1631;2;2014-11-23;5611201;702929.422869594;RJ;Rio de Janeiro;45000;90000;7.810326920773266;11.561943874058864;52.474698531737495;Médio
13049316;Empresa Comercial 4473;2;2023-06-03;4781400;854197.7814737255;RJ;Duque de Caxias;80000;150000;5.694651876491503;3.0362765229295;52.09012503399229;Médio
32700314;Empresa Comercial 2502;2;2017-07-04;5611201;684322.0352064543;RJ;Duque de Caxias;45000;90000;7.6035781689606035;8.950034223134839;52.02203896614756;Médio
27353135;Empresa Comercial 2989;2;2018-12-20;4711302;2357175.9910851493;RJ;Niterói;500000;2000000;1.1785879955425749;7.488021902806297;52.01889108970239;Médio
47026182;Empresa Comercial 2752;2;2018-04-04;5611201;678246.882013663;RJ;Rio de Janeiro;45000;90000;7.536076466818478;8.199863107460644;51.8618364712399;Médio
74027108;Empresa Comercial 4480;2;2023-06-11;5611201;605681.2102665646;RJ;Duque de Caxias;45000;90000;6.729791225184052;3.014373716632444;51.847030631900594;Médio
12721864;Empresa Comercial 1297;2;2013-11-22;4711302;2221351.1912060417;RJ;Duque de Caxias;500000;2000000;1.1106755956030208;12.563997262149211;51.34376440462618;Médio
92664492;Empresa Comercial 4697;2;2024-02-04;5611201;527211.502242991;RJ;Duque de Caxias;45000;90000;5.857905580477678;2.3627652292950034;50.86193030351207;Médio
59907857;Empresa Comercial 692;2;2012-01-29;5611201;625445.2381878701;RJ;Duque de Caxias;45000;90000;6.949391535420779;14.379192334017796;50.74032411234225;Médio
80542236;Empresa Comercial 4260;2;2022-10-13;5611201;616326.3371639474;RJ;Duque de Caxias;45000;90000;6.848070412932749;3.67419575633128;50.65327085237414;Médio
46258670;Empresa Comercial 78;2;2010-03-27;4781400;668210.50636469;RJ;Niterói;80000;150000;4.454736709097934;16.2217659137577;50.4097687230354;Médio
74505778;Empresa Comercial 3357;2;2020-01-27;5611201;676867.2841025672;RJ;Rio de Janeiro;45000;90000;7.520747601139636;6.38466803559206;50.33212239756494;Médio
71553124;Empresa Comercial 140;2;2010-06-03;5611201;524208.119308534;RJ;Rio de Janeiro;45000;90000;5.824534658983711;16.035592060232716;50.321464547073745;Médio
63005353;Empresa Comercial 4943;2;2024-10-30;4781400;572942.7879749294;RJ;Duque de Caxias;80000;150000;3.8196185864995296;1.626283367556468;50.27988087984014;Médio
23822356;Empresa Comercial 2564;2;2017-09-10;5611201;627635.013180587;RJ;Duque de Caxias;45000;90000;6.973722368673188;8.763860369609857;49.81667790025581;Médio
77499583;Empresa Comercial 1262;2;2013-10-14;4781400;896751.6702993197;RJ;Duque de Caxias;80000;150000;5.978344468662131;12.670773442847365;49.78578974914459;Médio
37701434;Empresa Comercial 3766;2;2021-04-19;5611201;638443.1763985383;RJ;Rio de Janeiro;45000;90000;7.0938130710948695;5.158110882956879;49.691501734290924;Médio
61217069;Empresa Comercial 2471;2;2017-05-31;5611201;635294.594145057;RJ;Niterói;45000;90000;7.058828823833967;9.043121149897331;49.64093583308862;Médio
14672412;Empresa Comercial 4000;2;2022-01-01;5611201;590334.3914226408;RJ;Rio de Janeiro;45000;90000;6.55927101580712;4.454483230663929;49.54402537511088;Médio
45733873;Empresa Comercial 4160;2;2022-06-25;4781400;842584.1930336985;RJ;Niterói;80000;150000;5.61722795355799;3.975359342915811;49.528917476569724;Médio
75454344;Empresa Comercial 2850;2;2018-07-21;4781400;958856.338393269;RJ;Rio de Janeiro;80000;150000;6.39237558928846;7.904175222450377;49.4617073641519;Médio
63237806;Empresa Comercial 817;2;2012-06-14;4781400;838828.9002610702;RJ;Rio de Janeiro;80000;150000;5.592192668407135;14.0041067761807;49.124796790573846;Médio
63699693;Empresa Comercial 2249;2;2016-09-30;5611201;654252.2006254008;RJ;Rio de Janeiro;45000;90000;7.269468895837786;9.708418891170432;48.974822047073886;Médio
56013251;Empresa Comercial 2436;2;2017-04-23;5611201;611382.6117200541;RJ;Duque de Caxias;45000;90000;6.793140130222823;9.14715947980835;48.63966967125186;Médio
82347195;Empresa Comercial 953;2;2012-11-10;5611201;602111.8693710292;RJ;Rio de Janeiro;45000;90000;6.690131881900324;13.596167008898014;48.37767403959866;Médio
69799781;Empresa Comercial 4108;2;2022-04-29;5611201;560742.0427988376;RJ;Niterói;45000;90000;6.230467142209307;4.131416837782341;48.06218979052582;Médio
10566088;Empresa Comercial 2672;2;2018-01-07;5611201;603833.6773415612;RJ;Duque de Caxias;45000;90000;6.709263081572902;8.438056125941136;47.94051094856402;Médio
65109050;Empresa Comercial 2917;2;2018-10-02;5611201;628893.0758875005;RJ;Rio de Janeiro;45000;90000;6.9877008431944505;7.704312114989733;47.602824350910154;Médio
76290435;Empresa Comercial 3036;2;2019-02-09;5611201;633621.1203380721;RJ;Duque de Caxias;45000;90000;7.040234670423023;7.34839151266256;47.26003656691235;Médio
94758408;Empresa Comercial 3577;2;2020-09-24;4711302;1902677.289678906;RJ;Niterói;500000;2000000;0.9513386448394532;5.724845995893224;47.025503952177694;Médio
24881728;Empresa Comercial 118;2;2010-05-10;4781400;618099.2648226958;RJ;Duque de Caxias;80000;150000;4.120661765484639;16.10130047912389;46.810651992255494;Médio
79537252;Empresa Comercial 32;2;2010-02-05;4711302;682497.8918458003;RJ;Niterói;500000;2000000;0.3412489459229001;16.358658453114305;46.153294469392;Médio
58715250;Empresa Comercial 97;2;2010-04-17;5611201;430192.7632603557;RJ;Duque de Caxias;45000;90000;4.77991959178173;16.164271047227928;45.977871714004614;Médio
13695961;Empresa Comercial 422;2;2011-04-08;4781400;649166.0640028393;RJ;Duque de Caxias;80000;150000;4.327773760018928;15.189596167008895;45.6916176272671;Médio
91574358;Empresa Comercial 4920;2;2024-10-05;4781400;525304.5965886428;RJ;Duque de Caxias;80000;150000;3.502030643924285;1.6947296372347709;45.685381990894705;Médio
18658144;Empresa Comercial 205;2;2010-08-13;5611201;437960.8660022316;RJ;Duque de Caxias;45000;90000;4.86623184446924;15.841204654346338;45.66443878698452;Médio
28152861;Empresa Comercial 4458;2;2023-05-18;5611201;502337.60679259227;RJ;Rio de Janeiro;45000;90000;5.581528964362136;3.080082135523614;45.575194393356625;Médio
48802832;Empresa Comercial 4321;2;2022-12-19;5611201;516759.8515981823;RJ;Duque de Caxias;45000;90000;5.741776128868692;3.490759753593429;45.286797326925466;Médio
19144220;Empresa Comercial 3523;2;2020-07-27;4711302;1429357.432226176;RJ;Rio de Janeiro;500000;2000000;0.714678716113088;5.886379192334018;45.22113598204722;Médio
41632483;Empresa Comercial 7;2;2010-01-08;4781400;587739.7209760059;RJ;Niterói;80000;150000;3.918264806506706;16.435318275154003;45.17505977062739;Médio
61212060;Empresa Comercial 2496;2;2017-06-28;4781400;792534.490585023;RJ;Niterói;80000;150000;5.28356327056682;8.966461327857632;44.92573387772133;Médio
88725274;Empresa Comercial 352;2;2011-01-21;4711302;962181.8083374136;RJ;Rio de Janeiro;500000;2000000;0.4810909041687068;15.40041067761807;44.11078786102468;Médio
76331072;Empresa Comercial 4360;2;2023-01-30;4781400;675133.3298376012;RJ;Niterói;80000;150000;4.500888865584008;3.375770020533881;43.88102079657351;Médio
75113119;Empresa Comercial 4803;2;2024-05-30;5611201;415889.94563450885;RJ;Niterói;45000;90000;4.620999395938988;2.04517453798768;43.747503063528505;Médio
93721515;Empresa Comercial 905;2;2012-09-18;5611201;554292.6192828583;RJ;Niterói;45000;90000;6.158806880920648;13.741273100616016;43.23128380317296;Médio
71980075;Empresa Comercial 4810;2;2024-06-06;4781400;514139.8645191703;RJ;Rio de Janeiro;80000;150000;3.4275990967944687;2.026009582477755;43.02998953508541;Médio
65482283;Empresa Comercial 1651;2;2014-12-15;4781400;745352.7379398166;RJ;Duque de Caxias;80000;150000;4.96901825293211;11.501711156741958;42.492410003039126;Médio
35243940;Empresa Comercial 4974;2;2024-12-03;5611201;289686.9129126072;RJ;Niterói;45000;90000;3.2187434768067464;1.5331964407939769;42.27595286790358;Médio
79130699;Empresa Comercial 4994;2;2024-12-25;4711302;489641.3179564572;RJ;Niterói;500000;2000000;0.2448206589782286;1.4729637234770705;42.14926766015012;Médio
46855538;Empresa Comercial 3145;2;2019-06-09;4781400;772342.7175051413;RJ;Niterói;80000;150000;5.148951450034275;7.019849418206708;42.00204738545325;Médio
71051512;Empresa Comercial 3506;2;2020-07-08;5611201;514947.2524936873;RJ;Niterói;45000;90000;5.721636138818748;5.938398357289528;41.880822432792954;Médio
22084335;Empresa Comercial 3918;2;2021-10-03;4781400;694602.495683924;RJ;Duque de Caxias;80000;150000;4.630683304559493;4.700889801505818;41.70262375168438;Médio
31485785;Empresa Comercial 4072;2;2022-03-21;4781400;665620.3733638638;RJ;Niterói;80000;150000;4.437469155759092;4.238193018480493;41.49452553129649;Médio
59092554;Empresa Comercial 1727;2;2015-03-08;5611201;551003.1887985772;RJ;Rio de Janeiro;45000;90000;6.122257653317524;11.274469541409994;41.448294432641895;Médio
87870420;Empresa Comercial 4258;2;2022-10-10;5611201;484158.3762744464;RJ;Niterói;45000;90000;5.379537514160515;3.682409308692676;41.44026904719161;Médio
92008891;Empresa Comercial 367;2;2011-02-07;4711302;697431.3899811204;RJ;Niterói;500000;2000000;0.3487156949905601;15.353867214236825;41.43220201241423;Médio
72190751;Empresa Comercial 148;2;2010-06-12;5611201;398139.6192940946;RJ;Duque de Caxias;45000;90000;4.4237735477121625;16.01095140314853;41.287711149722604;Médio
76009351;Empresa Comercial 400;2;2011-03-15;4711302;732501.7627824263;RJ;Niterói;500000;2000000;0.3662508813912131;15.255304585900069;41.24649478480473;Médio
13028631;Empresa Comercial 2654;2;2017-12-18;4781400;718431.4599300328;RJ;Niterói;80000;150000;4.789543066200219;8.492813141683778;41.07365681052211;Médio
29908425;Empresa Comercial 1013;2;2013-01-15;5611201;528664.4150786196;RJ;Duque de Caxias;45000;90000;5.874049056429107;13.415468856947296;41.012136096056054;Médio
53558992;Empresa Comercial 766;2;2012-04-19;5611201;487245.3701590367;RJ;Niterói;45000;90000;5.413837446211519;14.157426420260096;40.947109111141586;Médio
35137138;Empresa Comercial 2504;2;2017-07-06;4781400;710210.4528053133;RJ;Duque de Caxias;80000;150000;4.734736352035422;8.944558521560575;40.897627528185055;Médio
95407062;Empresa Comercial 3127;2;2019-05-20;4781400;743488.876663392;RJ;Duque de Caxias;80000;150000;4.95659251108928;7.0746064339493495;40.872525495360925;Médio
80790754;Empresa Comercial 4855;2;2024-07-26;4781400;481536.43411123415;RJ;Niterói;80000;150000;3.210242894074894;1.88911704312115;40.78689302658752;Médio
47003110;Empresa Comercial 1143;2;2013-06-06;5611201;558944.5741747813;RJ;Rio de Janeiro;45000;90000;6.210495268608682;13.02669404517454;40.7677384848136;Médio
80503913;Empresa Comercial 1363;2;2014-02-02;4781400;704502.7475223921;RJ;Rio de Janeiro;80000;150000;4.696684983482614;12.366872005475702;40.655151152229486;Médio
79185062;Empresa Comercial 3921;2;2021-10-06;4781400;660106.7572985946;RJ;Duque de Caxias;80000;150000;4.400711715323964;4.692676249144422;40.64352806284839;Médio
29896950;Empresa Comercial 4710;2;2024-02-18;4781400;517849.02089944086;RJ;Niterói;80000;150000;3.4523268059962726;2.324435318275154;40.451786416366076;Médio
91955631;Empresa Comercial 2002;2;2016-01-03;5611201;556005.3204703648;RJ;Rio de Janeiro;45000;90000;6.177836894115164;10.45037645448323;40.42855224434185;Médio
72005983;Empresa Comercial 1987;2;2015-12-18;5611201;542173.411320177;RJ;Duque de Caxias;45000;90000;6.024149014668634;10.494182067077343;40.02134829429805;Médio
52955157;Empresa Comercial 1282;2;2013-11-05;5611201;530612.0132735099;RJ;Rio de Janeiro;45000;90000;5.895689036372333;12.61054072553046;40.01787770073714;Médio
10537977;Empresa Comercial 3962;2;2021-11-20;4711302;863279.7957975637;RJ;Duque de Caxias;500000;2000000;0.4316398978987819;4.569472963723477;39.8579372787339;Médio
94388500;Empresa Comercial 2323;2;2016-12-20;5611201;527241.4096111637;RJ;Duque de Caxias;45000;90000;5.858237884568485;9.486652977412732;39.82604689365219;Médio
74652381;Empresa Comercial 4907;2;2024-09-21;5611201;334835.0346771159;RJ;Niterói;45000;90000;3.7203892741901767;1.73305954825462;39.640838385517064;Médio
80606695;Empresa Comercial 4988;2;2024-12-18;4781400;357237.4417828288;RJ;Niterói;80000;150000;2.381582945218859;1.4921286789869952;39.63070451027746;Médio
10278495;Empresa Comercial 4758;2;2024-04-10;4781400;469424.2531492976;RJ;Niterói;80000;150000;3.1294950209953174;2.1820670773442847;39.57052864278339;Médio
88874382;Empresa Comercial 4931;2;2024-10-17;5611201;293379.10748323624;RJ;Rio de Janeiro;45000;90000;3.259767860924847;1.6618754277891854;39.44156911652168;Médio
44970444;Empresa Comercial 919;2;2012-10-04;5611201;484153.4112696181;RJ;Duque de Caxias;45000;90000;5.3794823474402005;13.697467488021903;39.19290816819636;Médio
94924298;Empresa Comercial 4745;2;2024-03-27;5611201;360096.38036653766;RJ;Duque de Caxias;45000;90000;4.00107089296153;2.220396988364134;38.938559666991864;Médio
80065015;Empresa Comercial 4640;2;2023-12-03;5611201;378307.1985845987;RJ;Niterói;45000;90000;4.203413317606652;2.535249828884326;38.9269676031767;Médio
25214586;Empresa Comercial 4967;2;2024-11-25;4781400;342643.9300313587;RJ;Duque de Caxias;80000;150000;2.2842928668757243;1.5550992470910336;38.778359678428245;Médio
85169697;Empresa Comercial 947;2;2012-11-03;5611201;465478.6061917514;RJ;Duque de Caxias;45000;90000;5.171984513241682;13.61533196440794;38.62732984016565;Médio
95936029;Empresa Comercial 1707;2;2015-02-14;5611201;511781.8454813286;RJ;Niterói;45000;90000;5.68646494979254;11.3347022587269;38.54009583151948;Médio
70999279;Empresa Comercial 4913;2;2024-09-27;4781400;410039.12624583073;RJ;Rio de Janeiro;80000;150000;2.733594174972205;1.7166324435318274;38.511721675017306;Médio
25586926;Empresa Comercial 1000;2;2012-12-31;4711302;913022.5926135172;RJ;Niterói;500000;2000000;0.4565112963067586;13.456536618754278;38.40061942422015;Médio
